Version               : 0.3                  
System                : Sunbeam              
Analysis Type         : Area                 
Current time          : 19-Feb-2021 19:22:52 



Motion      : 1 
  Name      : Azimuth 
  Method    : Step    
  Minimum   : -180 
  Maximum   : 180 
  Step      : 5 
Motion      : 2 
  Name      : Elevation 
  Method    : Step    
  Minimum   : -90 
  Maximum   : 90  
  Step      : 5 
: END 

Record count :  2701 
Azimuth    Elevation Force(X)           Force(Y)           Force(Z)           
   degrees degrees                m^2                m^2                m^2 
---------- ------- ------------------ ------------------ ------------------ 
     50.00  -85.00 -491.10098232781070 -27.61786369682161  32.91368828046437 
     50.00  -80.00 -479.93814516105726 -54.39657258052865  64.82731079765672 
     50.00  -75.00 -461.71066565838368 -79.52246913237019  94.77118828046436 
     50.00  -70.00 -436.97237656092881 -102.23211569993570 121.83549116390533 
     50.00  -65.00 -406.47493826474039 -121.83549116390532 145.19788430006429 
     50.00  -60.00 -371.14499999999998 -137.73695688059291 164.14851319544042 
     50.00  -55.00 -332.05604406307026 -149.45335486072693 178.11157258052864 
     50.00  -50.00 -290.39576860012858 -156.62868828046436 186.66280196156202 
     50.00  -45.00 -247.43000000000006 -159.04493826474044 189.54237656092877 
     50.00  -40.00 -204.46423139987138 -156.62868828046433 186.66280196156200 
     50.00  -35.00 -162.80395593692975 -149.45335486072690 178.11157258052864 
     50.00  -30.00 -123.71500000000000 -137.73695688059291 164.14851319544042 
     50.00  -25.00 -88.38506173525958 -121.83549116390532 145.19788430006429 
     50.00  -20.00 -57.88762343907126 -102.23211569993570 121.83549116390533 
     50.00  -15.00 -33.14933434161634 -79.52246913237019  94.77118828046436 
     50.00  -10.00 -14.92185483894268 -54.39657258052864  64.82731079765671 
     50.00   -5.00  -3.75901767218936 -27.61786369682161  32.91368828046437 
     50.00    0.00  -0.00000000000000   0.00000000000000  -0.00000000000000 
     50.00    5.00  -6.58690252649695  48.39460519351310 -57.67444460154765 
     50.00   10.00 -26.14747040585370  95.31876479707313 -113.59648038855443 
     50.00   15.00 -58.08736568118093 139.34671196589642 -166.06694460154768 
     50.00   20.00 -101.43611079690470 179.14067980447450 -213.49154873675155 
     50.00   25.00 -154.87657606820716 213.49154873675150 -254.42932019552549 
     50.00   30.00 -216.78500000000003 241.35558499259861 -287.63638550760663 
     50.00   35.00 -285.28032645828978 261.88615393026464 -312.10376479707315 
     50.00   40.00 -358.28135960894895 274.45944460154760 -327.08802912530592 
     50.00   45.00 -433.57000000000016 278.69342393179295 -332.13388920309541 
     50.00   50.00 -508.85864039105104 274.45944460154760 -327.08802912530598 
     50.00   55.00 -581.85967354171032 261.88615393026464 -312.10376479707315 
     50.00   60.00 -650.35500000000002 241.35558499259861 -287.63638550760663 
     50.00   65.00 -712.26342393179289 213.49154873675153 -254.42932019552552 
     50.00   70.00 -765.70388920309540 179.14067980447450 -213.49154873675155 
     50.00   75.00 -809.05263431881917 139.34671196589642 -166.06694460154768 
     50.00   80.00 -840.99252959414639  95.31876479707313 -113.59648038855443 
     50.00   85.00 -860.55309747350316  48.39460519351310 -57.67444460154765 
     50.00   90.00 -867.14000000000010   0.00000000000000  -0.00000000000000 
     55.00  -90.00 -494.86000000000001  -0.00000000000000   0.00000000000000 
     55.00  -85.00 -491.10098232781070 -24.64415243874542  35.19549718324310 
     55.00  -80.00 -479.93814516105726 -48.53950477618241  69.32159699435427 
     55.00  -75.00 -461.71066565838368 -70.96000882316966 101.34139515921261 
     55.00  -70.00 -436.97237656092881 -91.22442890956194 130.28198631337864 
     55.00  -65.00 -406.47493826474039 -108.71704088532555 155.26402523927865 
     55.00  -60.00 -371.14499999999998 -122.90634058726566 175.52844532567093 
     55.00  -55.00 -332.05604406307026 -133.36119332407097 190.45952242252176 
     55.00  -50.00 -290.39576860012858 -139.76393368574435 199.60358330773286 
     55.00  -45.00 -247.43000000000006 -141.92001764633935 202.68279031842530 
     55.00  -40.00 -204.46423139987138 -139.76393368574432 199.60358330773286 
     55.00  -35.00 -162.80395593692975 -133.36119332407094 190.45952242252173 
     55.00  -30.00 -123.71500000000000 -122.90634058726566 175.52844532567093 
     55.00  -25.00 -88.38506173525958 -108.71704088532555 155.26402523927865 
     55.00  -20.00 -57.88762343907126 -91.22442890956194 130.28198631337864 
     55.00  -15.00 -33.14933434161634 -70.96000882316966 101.34139515921261 
     55.00  -10.00 -14.92185483894268 -48.53950477618240  69.32159699435425 
     55.00   -5.00  -3.75901767218936 -24.64415243874542  35.19549718324310 
     55.00    0.00  -0.00000000000000   0.00000000000000  -0.00000000000000 
     55.00    5.00  -6.58690252649695  43.18379005321445 -61.67284368806818 
     55.00   10.00 -26.14747040585370  85.05546249771413 -121.47178922863912 
     55.00   15.00 -58.08736568118093 124.34276775436153 -177.57987592118911 
     55.00   20.00 -101.43611079690470 159.85198093326909 -228.29228794362677 
     55.00   25.00 -154.87657606820716 190.50417256052458 -272.06815431836901 
     55.00   30.00 -216.78500000000003 215.36799130429122 -307.57736749727661 
     55.00   35.00 -285.28032645828978 233.68796261373905 -333.74099800643722 
     55.00   40.00 -358.28135960894895 244.90744343098319 -349.76407717226584 
     55.00   45.00 -433.57000000000016 248.68553550872312 -355.15975184237828 
     55.00   50.00 -508.85864039105104 244.90744343098322 -349.76407717226590 
     55.00   55.00 -581.85967354171032 233.68796261373905 -333.74099800643722 
     55.00   60.00 -650.35500000000002 215.36799130429122 -307.57736749727661 
     55.00   65.00 -712.26342393179289 190.50417256052461 -272.06815431836907 
     55.00   70.00 -765.70388920309540 159.85198093326909 -228.29228794362677 
     55.00   75.00 -809.05263431881917 124.34276775436153 -177.57987592118911 
     55.00   80.00 -840.99252959414639  85.05546249771413 -121.47178922863912 
     55.00   85.00 -860.55309747350316  43.18379005321445 -61.67284368806818 
     55.00   90.00 -867.14000000000010   0.00000000000000  -0.00000000000000 
     60.00  -90.00 -494.86000000000001  -0.00000000000000   0.00000000000000 
     60.00  -85.00 -491.10098232781070 -21.48288430006429  37.20944710083511 
     60.00  -80.00 -479.93814516105726 -42.31302203153511  73.28830398040007 
     60.00  -75.00 -461.71066565838368 -61.85749999999999 107.14033282919181 
     60.00  -70.00 -436.97237656092881 -79.52246913237022 137.73695688059294 
     60.00  -65.00 -406.47493826474039 -94.77118828046437 164.14851319544042 
     60.00  -60.00 -371.14499999999998 -107.14033282919182 185.57249999999999 
     60.00  -55.00 -332.05604406307026 -116.25407258052866 201.35796029627554 
     60.00  -50.00 -290.39576860012858 -121.83549116390532 211.02526086099300 
     60.00  -45.00 -247.43000000000006 -123.71500000000003 214.28066565838370 
     60.00  -40.00 -204.46423139987138 -121.83549116390530 211.02526086099297 
     60.00  -35.00 -162.80395593692975 -116.25407258052864 201.35796029627551 
     60.00  -30.00 -123.71500000000000 -107.14033282919182 185.57249999999999 
     60.00  -25.00 -88.38506173525958 -94.77118828046437 164.14851319544042 
     60.00  -20.00 -57.88762343907126 -79.52246913237022 137.73695688059294 
     60.00  -15.00 -33.14933434161634 -61.85749999999999 107.14033282919181 
     60.00  -10.00 -14.92185483894268 -42.31302203153510  73.28830398040006 
     60.00   -5.00  -3.75901767218936 -21.48288430006429  37.20944710083511 
     60.00    0.00  -0.00000000000000   0.00000000000000  -0.00000000000000 
     60.00    5.00  -6.58690252649695  37.64432019552549 -65.20187519504132 
     60.00   10.00 -26.14747040585370  74.14483677085509 -128.42262440602215 
     60.00   15.00 -58.08736568118093 108.39250000000001 -187.74131715940953 
     60.00   20.00 -101.43611079690470 139.34671196589645 -241.35558499259866 
     60.00   25.00 -154.87657606820716 166.06694460154765 -287.63638550760658 
     60.00   30.00 -216.78500000000003 187.74131715940953 -325.17750000000001 
     60.00   35.00 -285.28032645828978 203.71126479707317 -352.83826070264797 
     60.00   40.00 -358.28135960894895 213.49154873675150 -369.77820939862073 
     60.00   45.00 -433.57000000000016 216.78500000000008 -375.48263431881918 
     60.00   50.00 -508.85864039105104 213.49154873675153 -369.77820939862079 
     60.00   55.00 -581.85967354171032 203.71126479707317 -352.83826070264797 
     60.00   60.00 -650.35500000000002 187.74131715940953 -325.17750000000001 
     60.00   65.00 -712.26342393179289 166.06694460154768 -287.63638550760663 
     60.00   70.00 -765.70388920309540 139.34671196589645 -241.35558499259866 
     60.00   75.00 -809.05263431881917 108.39250000000001 -187.74131715940953 
     60.00   80.00 -840.99252959414639  74.14483677085509 -128.42262440602215 
     60.00   85.00 -860.55309747350316  37.64432019552549 -65.20187519504132 
     60.00   90.00 -867.14000000000010   0.00000000000000  -0.00000000000000 
     65.00  -90.00 -494.86000000000001  -0.00000000000000   0.00000000000000 
     65.00  -85.00 -491.10098232781070 -18.15811844013946  38.94021065831131 
     65.00  -80.00 -479.93814516105726 -35.76451163992657  76.69724272046719 
     65.00  -75.00 -461.71066565838368 -52.28421825125063 112.12386787323913 
     65.00  -70.00 -436.97237656092881 -67.21529534810146 144.14366603809751 
     65.00  -65.00 -406.47493826474039 -80.10406970838081 171.78373185060272 
     65.00  -60.00 -371.14499999999998 -90.55892244518608 194.20423589758994 
     65.00  -55.00 -332.05604406307026 -98.26218814852027 210.72394250891404 
     65.00  -50.00 -290.39576860012858 -102.97980698802802 220.84090875856469 
     65.00  -45.00 -247.43000000000006 -104.56843650250129 224.24773574647836 
     65.00  -40.00 -204.46423139987138 -102.97980698802802 220.84090875856467 
     65.00  -35.00 -162.80395593692975 -98.26218814852025 210.72394250891401 
     65.00  -30.00 -123.71500000000000 -90.55892244518608 194.20423589758994 
     65.00  -25.00 -88.38506173525958 -80.10406970838081 171.78373185060272 
     65.00  -20.00 -57.88762343907126 -67.21529534810146 144.14366603809751 
     65.00  -15.00 -33.14933434161634 -52.28421825125063 112.12386787323913 
     65.00  -10.00 -14.92185483894268 -35.76451163992657  76.69724272046717 
     65.00   -5.00  -3.75901767218936 -18.15811844013946  38.94021065831131 
     65.00    0.00  -0.00000000000000   0.00000000000000  -0.00000000000000 
     65.00    5.00  -6.58690252649695  31.81835433088658 -68.23468106181156 
     65.00   10.00 -26.14747040585370  62.66992406629335 -134.39608586797462 
     65.00   15.00 -58.08736568118093  91.61729987145753 -196.47393361274018 
     65.00   20.00 -101.43611079690470 117.78093038061816 -252.58202030529014 
     65.00   25.00 -154.87657606820716 140.36584692019019 -301.01553012353315 
     65.00   30.00 -216.78500000000003 158.68581822963802 -340.30283538018057 
     65.00   35.00 -285.28032645828978 172.18420125107681 -369.25021118534477 
     65.00   40.00 -358.28135960894895 180.45085444691148 -386.97810617326468 
     65.00   45.00 -433.57000000000016 183.23459974291512 -392.94786722548048 
     65.00   50.00 -508.85864039105104 180.45085444691151 -386.97810617326473 
     65.00   55.00 -581.85967354171032 172.18420125107681 -369.25021118534477 
     65.00   60.00 -650.35500000000002 158.68581822963802 -340.30283538018057 
     65.00   65.00 -712.26342393179289 140.36584692019022 -301.01553012353321 
     65.00   70.00 -765.70388920309540 117.78093038061816 -252.58202030529014 
     65.00   75.00 -809.05263431881917  91.61729987145753 -196.47393361274018 
     65.00   80.00 -840.99252959414639  62.66992406629335 -134.39608586797462 
     65.00   85.00 -860.55309747350316  31.81835433088658 -68.23468106181156 
     65.00   90.00 -867.14000000000010   0.00000000000000  -0.00000000000000 
     70.00  -90.00 -494.86000000000001  -0.00000000000000   0.00000000000000 
     70.00  -85.00 -491.10098232781070 -14.69515833471349  40.37461569993572 
     70.00  -80.00 -479.93814516105726 -28.94381171953563  79.52246913237022 
     70.00  -75.00 -461.71066565838368 -42.31302203153510 116.25407258052866 
     70.00  -70.00 -436.97237656092881 -54.39657258052866 149.45335486072696 
     70.00  -65.00 -406.47493826474039 -64.82731079765672 178.11157258052867 
     70.00  -60.00 -371.14499999999998 -73.28830398040007 201.35796029627554 
     70.00  -55.00 -332.05604406307026 -79.52246913237020 218.48618828046438 
     70.00  -50.00 -290.39576860012858 -83.34038430006429 228.97582399309715 
     70.00  -45.00 -247.43000000000006 -84.62604406307022 232.50814516105737 
     70.00  -40.00 -204.46423139987138 -83.34038430006427 228.97582399309712 
     70.00  -35.00 -162.80395593692975 -79.52246913237020 218.48618828046435 
     70.00  -30.00 -123.71500000000000 -73.28830398040007 201.35796029627554 
     70.00  -25.00 -88.38506173525958 -64.82731079765672 178.11157258052867 
     70.00  -20.00 -57.88762343907126 -54.39657258052866 149.45335486072696 
     70.00  -15.00 -33.14933434161634 -42.31302203153510 116.25407258052866 
     70.00  -10.00 -14.92185483894268 -28.94381171953562  79.52246913237020 
     70.00   -5.00  -3.75901767218936 -14.69515833471349  40.37461569993572 
     70.00    0.00  -0.00000000000000   0.00000000000000  -0.00000000000000 
     70.00    5.00  -6.58690252649695  25.75023157734199 -70.74817980447450 
     70.00   10.00 -26.14747040585370  50.71805539845234 -139.34671196589642 
     70.00   15.00 -58.08736568118093  74.14483677085511 -203.71126479707317 
     70.00   20.00 -101.43611079690470  95.31876479707316 -261.88615393026470 
     70.00   25.00 -154.87657606820716 113.59648038855443 -312.10376479707315 
     70.00   30.00 -216.78500000000003 128.42262440602215 -352.83826070264797 
     70.00   35.00 -285.28032645828978 139.34671196589645 -382.85194460154770 
     70.00   40.00 -358.28135960894895 146.03682019552548 -401.23286589616100 
     70.00   45.00 -433.57000000000016 148.28967354171024 -407.42252959414645 
     70.00   50.00 -508.85864039105104 146.03682019552548 -401.23286589616106 
     70.00   55.00 -581.85967354171032 139.34671196589645 -382.85194460154770 
     70.00   60.00 -650.35500000000002 128.42262440602215 -352.83826070264797 
     70.00   65.00 -712.26342393179289 113.59648038855444 -312.10376479707321 
     70.00   70.00 -765.70388920309540  95.31876479707316 -261.88615393026470 
     70.00   75.00 -809.05263431881917  74.14483677085511 -203.71126479707317 
     70.00   80.00 -840.99252959414639  50.71805539845234 -139.34671196589642 
     70.00   85.00 -860.55309747350316  25.75023157734199 -70.74817980447450 
     70.00   90.00 -867.14000000000010   0.00000000000000  -0.00000000000000 
     75.00  -90.00 -494.86000000000001  -0.00000000000000   0.00000000000000 
     75.00  -85.00 -491.10098232781070 -11.12035920118115  41.50174553722410 
     75.00  -80.00 -479.93814516105726 -21.90283191520768  81.74248153719620 
     75.00  -75.00 -461.71066565838368 -32.01979816485835 119.49951359935207 
     75.00  -70.00 -436.97237656092881 -41.16385905006948 153.62561341046327 
     75.00  -65.00 -406.47493826474039 -49.05717690796199 183.08387669640882 
     75.00  -60.00 -371.14499999999998 -55.45991726963536 206.97922903384580 
     75.00  -55.00 -332.05604406307026 -60.17753610914313 224.58562223363293 
     75.00  -50.00 -290.39576860012858 -63.06669096527715 235.36809494765944 
     75.00  -45.00 -247.43000000000006 -64.03959632971673 238.99902719870423 
     75.00  -40.00 -204.46423139987138 -63.06669096527715 235.36809494765942 
     75.00  -35.00 -162.80395593692975 -60.17753610914313 224.58562223363290 
     75.00  -30.00 -123.71500000000000 -55.45991726963536 206.97922903384580 
     75.00  -25.00 -88.38506173525958 -49.05717690796199 183.08387669640882 
     75.00  -20.00 -57.88762343907126 -41.16385905006948 153.62561341046327 
